firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name2711,lastname2711,April,17,2000,BS Management Engineering,0917 373 7451,Female
name2712,lastname2712,July,23,1999,BS Management Engineering,0917 247 9027,Female
name2713,lastname2713,March,11,1998,BS Legal Management,0917 132 1074,Female
name2714,lastname2714,November,16,1999,BS Communications Technology,0917 506 7963,Female
name2715,lastname2715,July,12,1998,BS Information Technology Entrepreneurship,0927 711 2332,Female
name2716,lastname2716,January,21,2001,BS Communications Technology,0918 693 6829,Male
name2717,lastname2717,April,7,1997,BS Legal Management,0927 232 7777,Male
name2718,lastname2718,January,14,1999,BS Communications Technology,0917 811 6162,Male
name2719,lastname2719,January,13,1998,BS Communications Technology,0927 430 3410,Female
name2720,lastname2720,January,14,2000,BS Information Technology Entrepreneurship,0917 768 8378,Male
name2721,lastname2721,November,22,2001,BS Management,0927 426 6313,Male
name2722,lastname2722,September,14,1997,BS Management,0918 322 4902,Female
name2723,lastname2723,December,17,1998,BS Information Technology Entrepreneurship,0918 317 1556,Female
name2724,lastname2724,January,20,1997,BS Management Engineering,0918 775 9777,Female
name2725,lastname2725,August,10,1997,BS Legal Management,0917 956 9599,Female
name2726,lastname2726,June,2,1997,BS Management,0927 443 8591,Male
name2727,lastname2727,May,25,1998,BS Legal Management,0918 873 6429,Male
name2728,lastname2728,January,2,1997,BS Communications Technology,0918 982 7938,Female
name2729,lastname2729,March,5,1998,BS Communications Technology,0918 922 2173,Male
name2730,lastname2730,May,13,1997,BS Legal Management,0927 116 2793,Male
name2731,lastname2731,October,25,1997,BS Communications Technology,0917 718 8274,Female
name2732,lastname2732,July,20,1997,BS Legal Management,0918 164 7973,Female
name2733,lastname2733,December,26,1999,BS Management,0927 465 4361,Male
name2734,lastname2734,July,14,2000,BS Information Technology Entrepreneurship,0918 702 5168,Female
name2735,lastname2735,June,4,1997,BS Information Technology Entrepreneurship,0918 828 8427,Male
name2736,lastname2736,August,23,2001,BS Management Engineering,0927 971 7453,Female
name2737,lastname2737,August,1,1999,BS Information Technology Entrepreneurship,0927 502 9852,Female
name2738,lastname2738,August,15,1999,BS Management,0927 986 3332,Female
name2739,lastname2739,October,7,1998,BS Legal Management,0917 508 7141,Female
name2740,lastname2740,February,20,1997,BS Information Technology Entrepreneurship,0918 495 9723,Male
name2741,lastname2741,December,16,1997,BS Management Engineering,0918 584 4013,Male
name2742,lastname2742,November,24,1998,BS Information Technology Entrepreneurship,0917 445 1743,Male
name2743,lastname2743,November,2,1997,BS Communications Technology,0927 425 7150,Female
name2744,lastname2744,December,27,1999,BS Management,0927 660 3770,Female
name2745,lastname2745,August,18,1999,BS Management Engineering,0918 311 7239,Female
name2746,lastname2746,August,14,2000,BS Management,0917 864 9783,Female
name2747,lastname2747,July,12,1997,BS Management,0917 547 1040,Male
name2748,lastname2748,November,27,1997,BS Communications Technology,0918 925 6259,Male
name2749,lastname2749,May,11,1997,BS Management,0927 393 6987,Female
name2750,lastname2750,May,22,1999,BS Management,0917 745 9229,Female
name2751,lastname2751,June,26,1997,BS Communications Technology,0918 635 6588,Female
name2752,lastname2752,March,21,1997,BS Communications Technology,0918 612 6400,Female
name2753,lastname2753,May,26,2001,BS Management Engineering,0918 228 7551,Male
name2754,lastname2754,January,2,1997,BS Information Technology Entrepreneurship,0917 724 2365,Female
name2755,lastname2755,September,28,1999,BS Legal Management,0918 550 6867,Female
name2756,lastname2756,October,5,2001,BS Information Technology Entrepreneurship,0917 203 5605,Female
name2757,lastname2757,February,22,1999,BS Information Technology Entrepreneurship,0917 789 2740,Male
name2758,lastname2758,April,9,1998,BS Communications Technology,0917 243 2739,Female
name2759,lastname2759,January,3,1997,BS Communications Technology,0918 866 1533,Male
name2760,lastname2760,May,2,2000,BS Information Technology Entrepreneurship,0927 319 4713,Male
name2761,lastname2761,January,11,1999,BS Legal Management,0927 492 2596,Female
name2762,lastname2762,February,8,2001,BS Management Engineering,0918 869 7217,Male
name2763,lastname2763,December,21,1999,BS Management Engineering,0927 940 3422,Female
name2764,lastname2764,January,5,1997,BS Management,0918 316 5526,Male
name2765,lastname2765,September,5,1999,BS Legal Management,0927 828 7422,Male
name2766,lastname2766,May,2,1998,BS Legal Management,0917 995 9584,Female
name2767,lastname2767,November,6,1998,BS Management,0927 280 2313,Male
name2768,lastname2768,December,26,1997,BS Management Engineering,0927 969 5303,Female
name2769,lastname2769,June,28,2001,BS Management,0917 188 9608,Female
name2770,lastname2770,October,4,2000,BS Management Engineering,0918 477 7221,Female
name2771,lastname2771,July,14,2001,BS Communications Technology,0917 983 1041,Male
name2772,lastname2772,July,19,1997,BS Communications Technology,0927 296 1922,Male
name2773,lastname2773,September,9,1999,BS Legal Management,0927 813 8305,Male
name2774,lastname2774,June,25,1997,BS Management Engineering,0917 917 3265,Female
name2775,lastname2775,January,3,2001,BS Management Engineering,0917 268 7940,Female
name2776,lastname2776,March,9,2001,BS Management Engineering,0918 511 4076,Male
name2777,lastname2777,September,15,1999,BS Management,0927 868 6320,Female
name2778,lastname2778,July,20,1997,BS Legal Management,0918 605 6955,Male
name2779,lastname2779,March,22,1997,BS Communications Technology,0927 581 1353,Male
name2780,lastname2780,September,21,1999,BS Management,0918 298 5914,Female
name2781,lastname2781,January,2,1997,BS Management,0927 717 2345,Female
name2782,lastname2782,July,8,2000,BS Management Engineering,0927 867 3896,Female
name2783,lastname2783,September,1,1997,BS Management Engineering,0918 239 5923,Female
name2784,lastname2784,February,7,1999,BS Management Engineering,0918 852 4862,Male
name2785,lastname2785,July,18,1999,BS Legal Management,0918 918 3415,Female
name2786,lastname2786,March,15,1999,BS Information Technology Entrepreneurship,0927 996 3240,Female
name2787,lastname2787,April,13,1999,BS Information Technology Entrepreneurship,0917 996 1035,Male
name2788,lastname2788,July,9,1998,BS Management Engineering,0917 886 4199,Female
name2789,lastname2789,April,1,2000,BS Communications Technology,0927 119 7616,Male
name2790,lastname2790,December,7,1997,BS Management Engineering,0927 336 6772,Female
name2791,lastname2791,February,10,1999,BS Management,0917 861 4046,Female
name2792,lastname2792,December,1,2000,BS Information Technology Entrepreneurship,0927 661 8965,Female
name2793,lastname2793,January,23,1998,BS Management,0918 996 2726,Male
name2794,lastname2794,September,21,1997,BS Legal Management,0918 886 1969,Female
name2795,lastname2795,November,25,2001,BS Management Engineering,0927 502 4847,Female
name2796,lastname2796,November,8,1999,BS Management Engineering,0918 209 3758,Female
name2797,lastname2797,November,23,1997,BS Management,0918 538 2389,Male
name2798,lastname2798,March,7,1997,BS Information Technology Entrepreneurship,0917 575 4679,Male
name2799,lastname2799,August,4,1998,BS Management Engineering,0927 746 1513,Male
name2800,lastname2800,February,11,1999,BS Information Technology Entrepreneurship,0917 448 8596,Male
name2801,lastname2801,February,3,1997,BS Management Engineering,0918 970 5996,Female
name2802,lastname2802,March,10,1998,BS Legal Management,0917 891 6476,Male
name2803,lastname2803,May,8,2001,BS Communications Technology,0917 570 1274,Female
name2804,lastname2804,December,8,1997,BS Management,0927 187 2504,Female
name2805,lastname2805,May,1,1998,BS Communications Technology,0917 400 3946,Female
name2806,lastname2806,December,23,1997,BS Communications Technology,0917 563 3847,Female
name2807,lastname2807,February,10,2001,BS Management Engineering,0927 383 3462,Female
name2808,lastname2808,August,12,2001,BS Legal Management,0918 446 8356,Female
name2809,lastname2809,January,21,1999,BS Communications Technology,0918 686 1049,Female
name2810,lastname2810,February,19,2000,BS Management Engineering,0917 871 5040,Female
name2811,lastname2811,January,5,1999,BS Legal Management,0927 576 6610,Female
name2812,lastname2812,April,10,2000,BS Management,0918 574 3461,Female
name2813,lastname2813,November,23,1999,BS Legal Management,0917 577 3447,Female
name2814,lastname2814,November,1,1998,BS Information Technology Entrepreneurship,0918 576 4164,Male
name2815,lastname2815,March,8,1997,BS Management,0927 180 4102,Male
name2816,lastname2816,October,11,2001,BS Legal Management,0917 100 4536,Female
name2817,lastname2817,October,1,2001,BS Management,0918 745 1327,Female
name2818,lastname2818,November,3,1997,BS Communications Technology,0918 743 7191,Female
name2819,lastname2819,June,11,1998,BS Management Engineering,0927 689 8629,Female
name2820,lastname2820,July,11,2001,BS Management Engineering,0927 410 9791,Female
name2821,lastname2821,July,10,1997,BS Legal Management,0927 852 8062,Male
name2822,lastname2822,May,15,1999,BS Information Technology Entrepreneurship,0917 533 5212,Female
name2823,lastname2823,November,5,1999,BS Management,0927 168 7146,Male
name2824,lastname2824,July,21,1998,BS Legal Management,0927 232 5900,Female
name2825,lastname2825,January,5,1999,BS Legal Management,0917 748 4490,Female
name2826,lastname2826,February,26,1997,BS Communications Technology,0918 330 6231,Male
name2827,lastname2827,November,20,1999,BS Communications Technology,0918 208 9805,Male
name2828,lastname2828,June,19,1998,BS Communications Technology,0917 244 7947,Female
name2829,lastname2829,March,28,1999,BS Legal Management,0918 190 7406,Male
name2830,lastname2830,August,9,2000,BS Information Technology Entrepreneurship,0918 701 1694,Female
name2831,lastname2831,June,20,1999,BS Management,0917 955 3093,Female
name2832,lastname2832,December,4,1998,BS Information Technology Entrepreneurship,0917 345 2096,Female
name2833,lastname2833,August,26,2001,BS Legal Management,0927 860 3678,Female
name2834,lastname2834,August,23,1997,BS Information Technology Entrepreneurship,0917 105 5440,Male
name2835,lastname2835,June,22,1997,BS Information Technology Entrepreneurship,0917 941 8367,Male
name2836,lastname2836,September,15,2000,BS Legal Management,0918 975 4150,Male
name2837,lastname2837,September,4,1997,BS Communications Technology,0918 491 1922,Female
name2838,lastname2838,September,24,1997,BS Management,0918 570 8967,Female
name2839,lastname2839,November,20,1997,BS Communications Technology,0927 493 9044,Male
name2840,lastname2840,June,15,1997,BS Communications Technology,0927 475 8594,Female
name2841,lastname2841,April,18,1999,BS Information Technology Entrepreneurship,0927 989 4671,Female
name2842,lastname2842,May,13,2001,BS Management Engineering,0917 671 6868,Female
name2843,lastname2843,June,4,2001,BS Management,0917 123 8174,Female
name2844,lastname2844,November,24,2001,BS Management Engineering,0918 804 6501,Male
name2845,lastname2845,February,4,1998,BS Communications Technology,0918 491 8223,Female
name2846,lastname2846,April,10,1999,BS Management Engineering,0917 728 2546,Female
name2847,lastname2847,December,12,1999,BS Legal Management,0918 232 5516,Female
name2848,lastname2848,April,26,1997,BS Management,0927 102 3450,Male
name2849,lastname2849,March,7,1998,BS Communications Technology,0927 608 2859,Female
name2850,lastname2850,July,8,1999,BS Legal Management,0918 650 4008,Female
name2851,lastname2851,September,16,1997,BS Legal Management,0927 619 5428,Male
name2852,lastname2852,October,16,1998,BS Communications Technology,0918 322 2888,Female
name2853,lastname2853,March,9,1997,BS Management Engineering,0917 449 9502,Male
name2854,lastname2854,October,2,1997,BS Management,0917 944 4113,Female
name2855,lastname2855,March,25,1999,BS Legal Management,0917 586 5535,Female
name2856,lastname2856,August,28,1998,BS Communications Technology,0918 980 8394,Male
name2857,lastname2857,July,20,1998,BS Legal Management,0917 648 1354,Male
name2858,lastname2858,September,10,2001,BS Legal Management,0918 718 6092,Female
name2859,lastname2859,February,10,1998,BS Communications Technology,0918 761 7692,Female
name2860,lastname2860,April,13,1997,BS Management Engineering,0918 819 6085,Male
name2861,lastname2861,October,25,2001,BS Management Engineering,0927 826 6476,Female
name2862,lastname2862,August,18,2001,BS Management,0927 925 3212,Male
name2863,lastname2863,June,21,1997,BS Management,0918 565 6170,Female
name2864,lastname2864,March,15,2000,BS Legal Management,0927 717 9379,Male
name2865,lastname2865,July,4,2001,BS Legal Management,0917 595 8698,Female
name2866,lastname2866,July,6,1998,BS Management,0917 389 2240,Female
name2867,lastname2867,November,24,2000,BS Management,0927 307 4144,Female
name2868,lastname2868,July,1,1997,BS Information Technology Entrepreneurship,0927 779 8291,Female
name2869,lastname2869,November,21,2000,BS Management,0918 535 9790,Male
name2870,lastname2870,December,11,2000,BS Management Engineering,0927 234 6195,Female
name2871,lastname2871,August,25,1997,BS Management Engineering,0927 723 4275,Female
name2872,lastname2872,September,27,2001,BS Information Technology Entrepreneurship,0927 137 9543,Female
name2873,lastname2873,March,10,1998,BS Management,0917 113 4614,Male
name2874,lastname2874,January,5,1997,BS Communications Technology,0927 739 3278,Female
name2875,lastname2875,August,10,1998,BS Information Technology Entrepreneurship,0917 820 1797,Male
name2876,lastname2876,February,11,1999,BS Legal Management,0917 369 3835,Male
name2877,lastname2877,July,1,1997,BS Communications Technology,0927 610 6781,Female
name2878,lastname2878,March,28,1997,BS Management Engineering,0917 793 2792,Male
name2879,lastname2879,April,24,1998,BS Management Engineering,0927 396 7121,Male
